query_id	subject_id	percent_identity	alignment_length	matches
dual_1711	amp_9543	92.59	29	25.0
dual_1711	amp_9544	92.59	29	25.0
dual_1711	amp_9545	92.59	29	25.0
dual_1711	amp_9548	92.59	29	25.0
dual_1711	amp_9572	92.59	29	25.0
dual_1711	amp_9587	92.59	29	25.0
dual_1711	amp_9596	92.59	29	25.0
dual_1711	amp_9599	92.59	29	25.0
dual_1711	amp_9602	96.3	28	26.0
dual_1711	amp_9603	92.59	29	25.0
dual_1711	amp_9604	92.59	29	25.0
dual_1711	amp_9605	92.59	29	25.0
dual_1711	amp_9608	92.59	29	25.0
dual_1711	amp_9632	92.59	29	25.0
dual_1711	amp_9662	92.59	29	25.0
dual_1712	amp_9333	92.59	29	25.0
dual_1712	amp_9348	92.59	29	25.0
dual_1712	amp_9357	92.59	29	25.0
dual_1712	amp_9360	92.59	29	25.0
dual_1712	amp_9362	92.59	29	25.0
dual_1712	amp_9363	96.3	28	26.0
dual_1712	amp_9364	92.59	29	25.0
dual_1712	amp_9366	92.59	29	25.0
dual_1712	amp_9369	92.59	29	25.0
dual_1712	amp_9393	92.59	29	25.0
dual_1712	amp_9423	92.59	29	25.0
dual_1712	amp_9438	92.59	29	25.0
dual_1712	amp_9447	92.59	29	25.0
dual_1712	amp_9450	92.59	29	25.0
dual_1712	amp_9452	92.59	29	25.0
dual_1712	amp_9453	96.3	28	26.0
dual_1712	amp_9454	92.59	29	25.0
dual_1712	amp_9456	92.59	29	25.0
dual_1712	amp_9459	92.59	29	25.0
dual_1712	amp_9462	92.59	29	25.0
dual_1712	amp_9465	92.59	29	25.0
dual_1712	amp_9467	92.59	29	25.0
dual_1712	amp_9468	96.3	28	26.0
dual_1712	amp_9469	92.59	29	25.0
dual_1712	amp_9471	92.59	29	25.0
dual_1712	amp_9474	92.59	29	25.0
dual_1712	amp_9476	92.59	29	25.0
dual_1712	amp_9477	96.3	28	26.0
dual_1712	amp_9478	92.59	29	25.0
dual_1712	amp_9479	92.59	29	25.0
dual_1712	amp_9480	96.3	28	26.0
dual_1712	amp_9481	92.59	29	25.0
dual_1712	amp_9482	96.3	28	26.0
dual_1712	amp_9483	100.0	27	27.0
dual_1712	amp_9484	96.3	28	26.0
dual_1712	amp_9485	92.59	29	25.0
dual_1712	amp_9486	96.3	28	26.0
dual_1712	amp_9487	92.59	29	25.0
dual_1712	amp_9488	92.59	29	25.0
dual_1712	amp_9489	96.3	28	26.0
dual_1712	amp_9490	92.59	29	25.0
dual_1712	amp_9498	92.59	29	25.0
dual_1712	amp_9507	92.59	29	25.0
dual_1712	amp_9510	92.59	29	25.0
dual_1712	amp_9512	92.59	29	25.0
dual_1712	amp_9513	96.3	28	26.0
dual_1712	amp_9514	92.59	29	25.0
dual_1712	amp_9516	92.59	29	25.0
dual_1712	amp_9519	92.59	29	25.0
dual_1712	amp_9528	92.59	29	25.0
dual_1712	amp_9537	92.59	29	25.0
dual_1712	amp_9540	92.59	29	25.0
dual_1712	amp_9542	92.59	29	25.0
dual_1712	amp_9543	96.3	28	26.0
dual_1712	amp_9544	92.59	29	25.0
dual_1712	amp_9546	92.59	29	25.0
dual_1712	amp_9549	92.59	29	25.0
dual_1712	amp_9573	92.59	29	25.0
dual_1712	amp_9588	92.59	29	25.0
dual_1712	amp_9597	92.59	29	25.0
dual_1712	amp_9600	92.59	29	25.0
dual_1712	amp_9602	92.59	29	25.0
dual_1712	amp_9603	96.3	28	26.0
dual_1712	amp_9604	92.59	29	25.0
dual_1712	amp_9606	92.59	29	25.0
dual_1712	amp_9609	92.59	29	25.0
dual_1712	amp_9633	92.59	29	25.0
dual_1712	amp_9663	92.59	29	25.0
dual_1713	amp_9334	92.59	29	25.0
dual_1713	amp_9349	92.59	29	25.0
dual_1713	amp_9358	92.59	29	25.0
dual_1713	amp_9361	92.59	29	25.0
dual_1713	amp_9362	92.59	29	25.0
dual_1713	amp_9363	92.59	29	25.0
dual_1713	amp_9364	96.3	28	26.0
dual_1713	amp_9367	92.59	29	25.0
dual_1713	amp_9370	92.59	29	25.0
dual_1713	amp_9394	92.59	29	25.0
dual_1713	amp_9424	92.59	29	25.0
dual_1713	amp_9439	92.59	29	25.0
dual_1713	amp_9448	92.59	29	25.0
dual_1713	amp_9451	92.59	29	25.0
dual_1713	amp_9452	92.59	29	25.0
dual_1713	amp_9453	92.59	29	25.0
dual_1713	amp_9454	96.3	28	26.0
dual_1713	amp_9457	92.59	29	25.0
dual_1713	amp_9460	92.59	29	25.0
dual_1713	amp_9463	92.59	29	25.0
dual_1713	amp_9466	92.59	29	25.0
dual_1713	amp_9467	92.59	29	25.0
dual_1713	amp_9468	92.59	29	25.0
dual_1713	amp_9469	96.3	28	26.0
dual_1713	amp_9472	92.59	29	25.0
dual_1713	amp_9475	92.59	29	25.0
dual_1713	amp_9476	92.59	29	25.0
dual_1713	amp_9477	92.59	29	25.0
dual_1713	amp_9478	96.3	28	26.0
dual_1713	amp_9479	92.59	29	25.0
dual_1713	amp_9480	92.59	29	25.0
dual_1713	amp_9481	96.3	28	26.0
dual_1713	amp_9482	96.3	28	26.0
dual_1713	amp_9483	96.3	28	26.0
dual_1713	amp_9484	100.0	27	27.0
dual_1713	amp_9485	92.59	29	25.0
dual_1713	amp_9486	92.59	29	25.0
dual_1713	amp_9487	96.3	28	26.0
dual_1713	amp_9488	92.59	29	25.0
dual_1713	amp_9489	92.59	29	25.0
dual_1713	amp_9490	96.3	28	26.0
dual_1713	amp_9499	92.59	29	25.0
dual_1713	amp_9508	92.59	29	25.0
dual_1713	amp_9511	92.59	29	25.0
dual_1713	amp_9512	92.59	29	25.0
dual_1713	amp_9513	92.59	29	25.0
dual_1713	amp_9514	96.3	28	26.0
dual_1713	amp_9517	92.59	29	25.0
dual_1713	amp_9520	92.59	29	25.0
dual_1713	amp_9529	92.59	29	25.0
dual_1713	amp_9538	92.59	29	25.0
dual_1713	amp_9541	92.59	29	25.0
dual_1713	amp_9542	92.59	29	25.0
dual_1713	amp_9543	92.59	29	25.0
dual_1713	amp_9544	96.3	28	26.0
dual_1713	amp_9547	92.59	29	25.0
dual_1713	amp_9550	92.59	29	25.0
dual_1713	amp_9574	92.59	29	25.0
dual_1713	amp_9589	92.59	29	25.0
dual_1713	amp_9598	92.59	29	25.0
dual_1713	amp_9601	92.59	29	25.0
dual_1713	amp_9602	92.59	29	25.0
dual_1713	amp_9603	92.59	29	25.0
dual_1713	amp_9604	96.3	28	26.0
dual_1713	amp_9607	92.59	29	25.0
dual_1713	amp_9610	92.59	29	25.0
dual_1713	amp_9634	92.59	29	25.0
dual_1713	amp_9664	92.59	29	25.0
dual_1714	amp_9335	92.59	29	25.0
dual_1714	amp_9350	92.59	29	25.0
dual_1714	amp_9356	92.59	29	25.0
dual_1714	amp_9359	92.59	29	25.0
dual_1714	amp_9362	92.59	29	25.0
dual_1714	amp_9365	96.3	28	26.0
dual_1714	amp_9366	92.59	29	25.0
dual_1714	amp_9367	92.59	29	25.0
dual_1714	amp_9368	92.59	29	25.0
dual_1714	amp_9395	92.59	29	25.0
dual_1714	amp_9425	92.59	29	25.0
dual_1714	amp_9440	92.59	29	25.0
dual_1714	amp_9446	92.59	29	25.0
dual_1714	amp_9449	92.59	29	25.0
dual_1714	amp_9452	92.59	29	25.0
dual_1714	amp_9455	96.3	28	26.0
dual_1714	amp_9456	92.59	29	25.0
dual_1714	amp_9457	92.59	29	25.0
dual_1714	amp_9458	92.59	29	25.0
dual_1714	amp_9461	92.59	29	25.0
dual_1714	amp_9464	92.59	29	25.0
dual_1714	amp_9467	92.59	29	25.0
dual_1714	amp_9470	96.3	28	26.0
dual_1714	amp_9471	92.59	29	25.0
dual_1714	amp_9472	92.59	29	25.0
dual_1714	amp_9473	92.59	29	25.0
dual_1714	amp_9476	96.3	28	26.0
dual_1714	amp_9477	92.59	29	25.0
dual_1714	amp_9478	92.59	29	25.0
dual_1714	amp_9479	96.3	28	26.0
dual_1714	amp_9480	92.59	29	25.0
dual_1714	amp_9481	92.59	29	25.0
dual_1714	amp_9482	96.3	28	26.0
dual_1714	amp_9483	92.59	29	25.0
dual_1714	amp_9484	92.59	29	25.0
dual_1714	amp_9485	100.0	27	27.0
dual_1714	amp_9486	96.3	28	26.0
dual_1714	amp_9487	96.3	28	26.0
dual_1714	amp_9488	96.3	28	26.0
dual_1714	amp_9489	92.59	29	25.0
dual_1714	amp_9490	92.59	29	25.0
dual_1714	amp_9500	92.59	29	25.0
dual_1714	amp_9506	92.59	29	25.0
dual_1714	amp_9509	92.59	29	25.0
dual_1714	amp_9512	92.59	29	25.0
dual_1714	amp_9515	96.3	28	26.0
dual_1714	amp_9516	92.59	29	25.0
dual_1714	amp_9517	92.59	29	25.0
dual_1714	amp_9518	92.59	29	25.0
dual_1714	amp_9530	92.59	29	25.0
dual_1714	amp_9536	92.59	29	25.0
dual_1714	amp_9539	92.59	29	25.0
dual_1714	amp_9542	92.59	29	25.0
dual_1714	amp_9545	96.3	28	26.0
dual_1714	amp_9546	92.59	29	25.0
dual_1714	amp_9547	92.59	29	25.0
dual_1714	amp_9548	92.59	29	25.0
dual_1714	amp_9575	92.59	29	25.0
dual_1714	amp_9590	92.59	29	25.0
dual_1714	amp_9596	92.59	29	25.0
dual_1714	amp_9599	92.59	29	25.0
dual_1714	amp_9602	92.59	29	25.0
dual_1714	amp_9605	96.3	28	26.0
dual_1714	amp_9606	92.59	29	25.0
dual_1714	amp_9607	92.59	29	25.0
dual_1714	amp_9608	92.59	29	25.0
dual_1714	amp_9635	92.59	29	25.0
dual_1714	amp_9665	92.59	29	25.0
dual_1715	amp_9336	92.59	29	25.0
dual_1715	amp_9351	92.59	29	25.0
dual_1715	amp_9357	92.59	29	25.0
dual_1715	amp_9360	92.59	29	25.0
dual_1715	amp_9363	92.59	29	25.0
dual_1715	amp_9365	92.59	29	25.0
dual_1715	amp_9366	96.3	28	26.0
dual_1715	amp_9367	92.59	29	25.0
dual_1715	amp_9369	92.59	29	25.0
dual_1715	amp_9396	92.59	29	25.0
dual_1715	amp_9426	92.59	29	25.0
dual_1715	amp_9441	92.59	29	25.0
dual_1715	amp_9447	92.59	29	25.0
dual_1715	amp_9450	92.59	29	25.0
dual_1715	amp_9453	92.59	29	25.0
dual_1715	amp_9455	92.59	29	25.0
dual_1715	amp_9456	96.3	28	26.0
dual_1715	amp_9457	92.59	29	25.0
dual_1715	amp_9459	92.59	29	25.0
dual_1715	amp_9462	92.59	29	25.0
dual_1715	amp_9465	92.59	29	25.0
dual_1715	amp_9468	92.59	29	25.0
dual_1715	amp_9470	92.59	29	25.0
dual_1715	amp_9471	96.3	28	26.0
dual_1715	amp_9472	92.59	29	25.0
dual_1715	amp_9474	92.59	29	25.0
dual_1715	amp_9476	92.59	29	25.0
dual_1715	amp_9477	96.3	28	26.0
dual_1715	amp_9478	92.59	29	25.0
dual_1715	amp_9479	92.59	29	25.0
dual_1715	amp_9480	96.3	28	26.0
dual_1715	amp_9481	92.59	29	25.0
dual_1715	amp_9482	92.59	29	25.0
dual_1715	amp_9483	96.3	28	26.0
dual_1715	amp_9484	92.59	29	25.0
dual_1715	amp_9485	96.3	28	26.0
dual_1715	amp_9486	100.0	27	27.0
dual_1715	amp_9487	96.3	28	26.0
dual_1715	amp_9488	92.59	29	25.0
dual_1715	amp_9489	96.3	28	26.0
dual_1715	amp_9490	92.59	29	25.0
dual_1715	amp_9501	92.59	29	25.0
dual_1715	amp_9507	92.59	29	25.0
dual_1715	amp_9510	92.59	29	25.0
dual_1715	amp_9513	92.59	29	25.0
dual_1715	amp_9515	92.59	29	25.0
dual_1715	amp_9516	96.3	28	26.0
dual_1715	amp_9517	92.59	29	25.0
dual_1715	amp_9519	92.59	29	25.0
dual_1715	amp_9531	92.59	29	25.0
dual_1715	amp_9537	92.59	29	25.0
dual_1715	amp_9540	92.59	29	25.0
dual_1715	amp_9543	92.59	29	25.0
dual_1715	amp_9545	92.59	29	25.0
dual_1715	amp_9546	96.3	28	26.0
dual_1715	amp_9547	92.59	29	25.0
dual_1715	amp_9549	92.59	29	25.0
dual_1715	amp_9576	92.59	29	25.0
dual_1715	amp_9591	92.59	29	25.0
dual_1715	amp_9597	92.59	29	25.0
dual_1715	amp_9600	92.59	29	25.0
dual_1715	amp_9603	92.59	29	25.0
dual_1715	amp_9605	92.59	29	25.0
dual_1715	amp_9606	96.3	28	26.0
dual_1715	amp_9607	92.59	29	25.0
dual_1715	amp_9609	92.59	29	25.0
dual_1715	amp_9636	92.59	29	25.0
dual_1715	amp_9666	92.59	29	25.0
dual_1716	amp_9337	92.59	29	25.0
dual_1716	amp_9352	92.59	29	25.0
dual_1716	amp_9358	92.59	29	25.0
dual_1716	amp_9361	92.59	29	25.0
dual_1716	amp_9364	92.59	29	25.0
dual_1716	amp_9365	92.59	29	25.0
dual_1716	amp_9366	92.59	29	25.0
dual_1716	amp_9367	96.3	28	26.0
dual_1716	amp_9370	92.59	29	25.0
dual_1716	amp_9397	92.59	29	25.0
dual_1716	amp_9427	92.59	29	25.0
dual_1716	amp_9442	92.59	29	25.0
dual_1716	amp_9448	92.59	29	25.0
dual_1716	amp_9451	92.59	29	25.0
dual_1716	amp_9454	92.59	29	25.0
dual_1716	amp_9455	92.59	29	25.0
dual_1716	amp_9456	92.59	29	25.0
dual_1716	amp_9457	96.3	28	26.0
dual_1716	amp_9460	92.59	29	25.0
dual_1716	amp_9463	92.59	29	25.0
dual_1716	amp_9466	92.59	29	25.0
dual_1716	amp_9469	92.59	29	25.0
dual_1716	amp_9470	92.59	29	25.0
dual_1716	amp_9471	92.59	29	25.0
dual_1716	amp_9472	96.3	28	26.0
dual_1716	amp_9475	92.59	29	25.0
dual_1716	amp_9476	92.59	29	25.0
dual_1716	amp_9477	92.59	29	25.0
dual_1716	amp_9478	96.3	28	26.0
dual_1716	amp_9479	92.59	29	25.0
dual_1716	amp_9480	92.59	29	25.0
dual_1716	amp_9481	96.3	28	26.0
dual_1716	amp_9482	92.59	29	25.0
dual_1716	amp_9483	92.59	29	25.0
dual_1716	amp_9484	96.3	28	26.0
dual_1716	amp_9485	96.3	28	26.0
dual_1716	amp_9486	96.3	28	26.0
dual_1716	amp_9487	100.0	27	27.0
dual_1716	amp_9488	92.59	29	25.0
dual_1716	amp_9489	92.59	29	25.0
dual_1716	amp_9490	96.3	28	26.0
dual_1716	amp_9502	92.59	29	25.0
dual_1716	amp_9508	92.59	29	25.0
dual_1716	amp_9511	92.59	29	25.0
dual_1716	amp_9514	92.59	29	25.0
dual_1716	amp_9515	92.59	29	25.0
dual_1716	amp_9516	92.59	29	25.0
dual_1716	amp_9517	96.3	28	26.0
dual_1716	amp_9520	92.59	29	25.0
dual_1716	amp_9532	92.59	29	25.0
dual_1716	amp_9538	92.59	29	25.0
dual_1716	amp_9541	92.59	29	25.0
dual_1716	amp_9544	92.59	29	25.0
dual_1716	amp_9545	92.59	29	25.0
dual_1716	amp_9546	92.59	29	25.0
dual_1716	amp_9547	96.3	28	26.0
dual_1716	amp_9550	92.59	29	25.0
dual_1716	amp_9577	92.59	29	25.0
dual_1716	amp_9592	92.59	29	25.0
dual_1716	amp_9598	92.59	29	25.0
dual_1716	amp_9601	92.59	29	25.0
dual_1716	amp_9604	92.59	29	25.0
dual_1716	amp_9605	92.59	29	25.0
dual_1716	amp_9606	92.59	29	25.0
dual_1716	amp_9607	96.3	28	26.0
dual_1716	amp_9610	92.59	29	25.0
dual_1716	amp_9637	92.59	29	25.0
dual_1716	amp_9667	92.59	29	25.0
dual_1717	amp_9338	92.59	29	25.0
dual_1717	amp_9353	92.59	29	25.0
dual_1717	amp_9356	92.59	29	25.0
dual_1717	amp_9359	92.59	29	25.0
dual_1717	amp_9362	92.59	29	25.0
dual_1717	amp_9365	92.59	29	25.0
dual_1717	amp_9368	96.3	28	26.0
dual_1717	amp_9369	92.59	29	25.0
dual_1717	amp_9370	92.59	29	25.0
dual_1717	amp_9398	92.59	29	25.0
dual_1717	amp_9428	92.59	29	25.0
dual_1717	amp_9443	92.59	29	25.0
dual_1717	amp_9446	92.59	29	25.0
dual_1717	amp_9449	92.59	29	25.0
dual_1717	amp_9452	92.59	29	25.0
dual_1717	amp_9455	92.59	29	25.0
dual_1717	amp_9458	96.3	28	26.0
dual_1717	amp_9459	92.59	29	25.0
dual_1717	amp_9460	92.59	29	25.0
dual_1717	amp_9461	92.59	29	25.0
dual_1717	amp_9464	92.59	29	25.0
dual_1717	amp_9467	92.59	29	25.0
dual_1717	amp_9470	92.59	29	25.0
dual_1717	amp_9473	96.3	28	26.0
dual_1717	amp_9474	92.59	29	25.0
dual_1717	amp_9475	92.59	29	25.0
dual_1717	amp_9476	96.3	28	26.0
dual_1717	amp_9477	92.59	29	25.0
dual_1717	amp_9478	92.59	29	25.0
dual_1717	amp_9479	96.3	28	26.0
dual_1717	amp_9480	92.59	29	25.0
dual_1717	amp_9481	92.59	29	25.0
dual_1717	amp_9482	96.3	28	26.0
dual_1717	amp_9483	92.59	29	25.0
dual_1717	amp_9484	92.59	29	25.0
dual_1717	amp_9485	96.3	28	26.0
dual_1717	amp_9486	92.59	29	25.0
dual_1717	amp_9487	92.59	29	25.0
dual_1717	amp_9488	100.0	27	27.0
dual_1717	amp_9489	96.3	28	26.0
dual_1717	amp_9490	96.3	28	26.0
dual_1717	amp_9503	92.59	29	25.0
dual_1717	amp_9506	92.59	29	25.0
dual_1717	amp_9509	92.59	29	25.0
dual_1717	amp_9512	92.59	29	25.0
dual_1717	amp_9515	92.59	29	25.0
dual_1717	amp_9518	96.3	28	26.0
dual_1717	amp_9519	92.59	29	25.0
dual_1717	amp_9520	92.59	29	25.0
dual_1717	amp_9533	92.59	29	25.0
dual_1717	amp_9536	92.59	29	25.0
dual_1717	amp_9539	92.59	29	25.0
dual_1717	amp_9542	92.59	29	25.0
dual_1717	amp_9545	92.59	29	25.0
dual_1717	amp_9548	96.3	28	26.0
dual_1717	amp_9549	92.59	29	25.0
dual_1717	amp_9550	92.59	29	25.0
dual_1717	amp_9578	92.59	29	25.0
dual_1717	amp_9593	92.59	29	25.0
dual_1717	amp_9596	92.59	29	25.0
dual_1717	amp_9599	92.59	29	25.0
dual_1717	amp_9602	92.59	29	25.0
dual_1717	amp_9605	92.59	29	25.0
dual_1717	amp_9608	96.3	28	26.0
dual_1717	amp_9609	92.59	29	25.0
dual_1717	amp_9610	92.59	29	25.0
dual_1717	amp_9638	92.59	29	25.0
dual_1717	amp_9668	92.59	29	25.0
dual_1718	amp_9339	92.59	29	25.0
dual_1718	amp_9354	92.59	29	25.0
dual_1718	amp_9357	92.59	29	25.0
dual_1718	amp_9360	92.59	29	25.0
dual_1718	amp_9363	92.59	29	25.0
dual_1718	amp_9366	92.59	29	25.0
dual_1718	amp_9368	92.59	29	25.0
dual_1718	amp_9369	96.3	28	26.0
dual_1718	amp_9370	92.59	29	25.0
dual_1718	amp_9399	92.59	29	25.0
dual_1718	amp_9429	92.59	29	25.0
dual_1718	amp_9444	92.59	29	25.0
dual_1718	amp_9447	92.59	29	25.0
dual_1718	amp_9450	92.59	29	25.0
dual_1718	amp_9453	92.59	29	25.0
dual_1718	amp_9456	92.59	29	25.0
dual_1718	amp_9458	92.59	29	25.0
dual_1718	amp_9459	96.3	28	26.0
dual_1718	amp_9460	92.59	29	25.0
dual_1718	amp_9462	92.59	29	25.0
dual_1718	amp_9465	92.59	29	25.0
dual_1718	amp_9468	92.59	29	25.0
dual_1718	amp_9471	92.59	29	25.0
dual_1718	amp_9473	92.59	29	25.0
dual_1718	amp_9474	96.3	28	26.0
dual_1718	amp_9475	92.59	29	25.0
dual_1718	amp_9476	92.59	29	25.0
dual_1718	amp_9477	96.3	28	26.0
dual_1718	amp_9478	92.59	29	25.0
dual_1718	amp_9479	92.59	29	25.0
dual_1718	amp_9480	96.3	28	26.0
dual_1718	amp_9481	92.59	29	25.0
dual_1718	amp_9482	92.59	29	25.0
dual_1718	amp_9483	96.3	28	26.0
dual_1718	amp_9484	92.59	29	25.0
dual_1718	amp_9485	92.59	29	25.0
dual_1718	amp_9486	96.3	28	26.0
dual_1718	amp_9487	92.59	29	25.0
dual_1718	amp_9488	96.3	28	26.0
dual_1718	amp_9489	100.0	27	27.0
dual_1718	amp_9490	96.3	28	26.0
dual_1718	amp_9504	92.59	29	25.0
dual_1718	amp_9507	92.59	29	25.0
dual_1718	amp_9510	92.59	29	25.0
dual_1718	amp_9513	92.59	29	25.0
dual_1718	amp_9516	92.59	29	25.0
dual_1718	amp_9518	92.59	29	25.0
dual_1718	amp_9519	96.3	28	26.0
dual_1718	amp_9520	92.59	29	25.0
dual_1718	amp_9534	92.59	29	25.0
dual_1718	amp_9537	92.59	29	25.0
dual_1718	amp_9540	92.59	29	25.0
dual_1718	amp_9543	92.59	29	25.0
dual_1718	amp_9546	92.59	29	25.0
dual_1718	amp_9548	92.59	29	25.0
dual_1718	amp_9549	96.3	28	26.0
dual_1718	amp_9550	92.59	29	25.0
dual_1718	amp_9579	92.59	29	25.0
dual_1718	amp_9594	92.59	29	25.0
dual_1718	amp_9597	92.59	29	25.0
dual_1718	amp_9600	92.59	29	25.0
dual_1718	amp_9603	92.59	29	25.0
dual_1718	amp_9606	92.59	29	25.0
dual_1718	amp_9608	92.59	29	25.0
dual_1718	amp_9609	96.3	28	26.0
dual_1718	amp_9610	92.59	29	25.0
dual_1718	amp_9639	92.59	29	25.0
dual_1718	amp_9669	92.59	29	25.0
dual_1719	amp_9340	92.59	29	25.0
dual_1719	amp_9355	92.59	29	25.0
dual_1719	amp_9358	92.59	29	25.0
dual_1719	amp_9361	92.59	29	25.0
dual_1719	amp_9364	92.59	29	25.0
dual_1719	amp_9367	92.59	29	25.0
dual_1719	amp_9368	92.59	29	25.0
dual_1719	amp_9369	92.59	29	25.0
dual_1719	amp_9370	96.3	28	26.0
dual_1719	amp_9400	92.59	29	25.0
dual_1719	amp_9430	92.59	29	25.0
dual_1719	amp_9445	92.59	29	25.0
dual_1719	amp_9448	92.59	29	25.0
dual_1719	amp_9451	92.59	29	25.0
dual_1719	amp_9454	92.59	29	25.0
dual_1719	amp_9457	92.59	29	25.0
dual_1719	amp_9458	92.59	29	25.0
dual_1719	amp_9459	92.59	29	25.0
dual_1719	amp_9460	96.3	28	26.0
dual_1719	amp_9463	92.59	29	25.0
dual_1719	amp_9466	92.59	29	25.0
dual_1719	amp_9469	92.59	29	25.0
dual_1719	amp_9472	92.59	29	25.0
dual_1719	amp_9473	92.59	29	25.0
dual_1719	amp_9474	92.59	29	25.0
dual_1719	amp_9475	96.3	28	26.0
dual_1719	amp_9476	92.59	29	25.0
dual_1719	amp_9477	92.59	29	25.0
dual_1719	amp_9478	96.3	28	26.0
dual_1719	amp_9479	92.59	29	25.0
dual_1719	amp_9480	92.59	29	25.0
dual_1719	amp_9481	96.3	28	26.0
dual_1719	amp_9482	92.59	29	25.0
dual_1719	amp_9483	92.59	29	25.0
dual_1719	amp_9484	96.3	28	26.0
dual_1719	amp_9485	92.59	29	25.0
dual_1719	amp_9486	92.59	29	25.0
dual_1719	amp_9487	96.3	28	26.0
dual_1719	amp_9488	96.3	28	26.0
dual_1719	amp_9489	96.3	28	26.0
dual_1719	amp_9490	100.0	27	27.0
dual_1719	amp_9505	92.59	29	25.0
dual_1719	amp_9508	92.59	29	25.0
dual_1719	amp_9511	92.59	29	25.0
dual_1719	amp_9514	92.59	29	25.0
dual_1719	amp_9517	92.59	29	25.0
dual_1719	amp_9518	92.59	29	25.0
dual_1719	amp_9519	92.59	29	25.0
dual_1719	amp_9520	96.3	28	26.0
dual_1719	amp_9535	92.59	29	25.0
dual_1719	amp_9538	92.59	29	25.0
dual_1719	amp_9541	92.59	29	25.0
dual_1719	amp_9544	92.59	29	25.0
dual_1719	amp_9547	92.59	29	25.0
dual_1719	amp_9548	92.59	29	25.0
dual_1719	amp_9549	92.59	29	25.0
dual_1719	amp_9550	96.3	28	26.0
dual_1719	amp_9580	92.59	29	25.0
dual_1719	amp_9595	92.59	29	25.0
dual_1719	amp_9598	92.59	29	25.0
dual_1719	amp_9601	92.59	29	25.0
dual_1719	amp_9604	92.59	29	25.0
dual_1719	amp_9607	92.59	29	25.0
dual_1719	amp_9608	92.59	29	25.0
dual_1719	amp_9609	92.59	29	25.0
dual_1719	amp_9610	96.3	28	26.0
dual_1719	amp_9640	92.59	29	25.0
dual_1720	amp_9341	92.59	29	25.0
dual_1720	amp_9371	96.3	28	26.0
dual_1720	amp_9372	92.59	29	25.0
dual_1720	amp_9373	92.59	29	25.0
dual_1720	amp_9374	92.59	29	25.0
dual_1720	amp_9377	92.59	29	25.0
dual_1720	amp_9380	92.59	29	25.0
dual_1720	amp_9383	92.59	29	25.0
dual_1720	amp_9386	92.59	29	25.0
dual_1720	amp_9401	92.59	29	25.0
dual_1720	amp_9431	96.3	28	26.0
dual_1720	amp_9432	92.59	29	25.0
dual_1720	amp_9433	92.59	29	25.0
dual_1720	amp_9434	92.59	29	25.0
dual_1720	amp_9437	92.59	29	25.0
dual_1720	amp_9440	92.59	29	25.0
dual_1720	amp_9443	92.59	29	25.0
dual_1720	amp_9446	92.59	29	25.0
dual_1720	amp_9461	96.3	28	26.0
dual_1720	amp_9462	92.59	29	25.0
dual_1720	amp_9463	92.59	29	25.0
dual_1720	amp_9464	92.59	29	25.0
dual_1720	amp_9467	92.59	29	25.0
dual_1720	amp_9470	92.59	29	25.0
dual_1720	amp_9473	92.59	29	25.0
dual_1720	amp_9476	92.59	29	25.0
dual_1720	amp_9491	100.0	27	27.0
dual_1720	amp_9492	96.3	28	26.0
dual_1720	amp_9493	96.3	28	26.0
dual_1720	amp_9494	96.3	28	26.0
dual_1720	amp_9495	92.59	29	25.0
dual_1720	amp_9496	92.59	29	25.0
dual_1720	amp_9497	96.3	28	26.0
dual_1720	amp_9498	92.59	29	25.0
dual_1720	amp_9499	92.59	29	25.0
dual_1720	amp_9500	96.3	28	26.0
dual_1720	amp_9501	92.59	29	25.0
dual_1720	amp_9502	92.59	29	25.0
dual_1720	amp_9503	96.3	28	26.0
dual_1720	amp_9504	92.59	29	25.0
dual_1720	amp_9505	92.59	29	25.0
dual_1720	amp_9506	96.3	28	26.0
dual_1720	amp_9507	92.59	29	25.0
dual_1720	amp_9508	92.59	29	25.0
dual_1720	amp_9509	92.59	29	25.0
dual_1720	amp_9512	92.59	29	25.0
dual_1720	amp_9515	92.59	29	25.0
dual_1720	amp_9518	92.59	29	25.0
dual_1720	amp_9521	96.3	28	26.0
dual_1720	amp_9522	92.59	29	25.0
dual_1720	amp_9523	92.59	29	25.0
dual_1720	amp_9524	92.59	29	25.0
dual_1720	amp_9527	92.59	29	25.0
dual_1720	amp_9530	92.59	29	25.0
dual_1720	amp_9533	92.59	29	25.0
dual_1720	amp_9536	92.59	29	25.0
dual_1720	amp_9551	92.59	29	25.0
dual_1720	amp_9581	92.59	29	25.0
dual_1720	amp_9611	96.3	28	26.0
dual_1720	amp_9612	92.59	29	25.0
dual_1720	amp_9613	92.59	29	25.0
dual_1720	amp_9614	92.59	29	25.0
dual_1720	amp_9617	92.59	29	25.0
dual_1720	amp_9620	92.59	29	25.0
dual_1720	amp_9623	92.59	29	25.0
dual_1720	amp_9626	92.59	29	25.0
dual_1720	amp_9641	92.59	29	25.0
dual_1721	amp_9312	92.59	29	25.0
dual_1721	amp_9342	92.59	29	25.0
dual_1721	amp_9371	92.59	29	25.0
dual_1721	amp_9372	96.3	28	26.0
dual_1721	amp_9373	92.59	29	25.0
dual_1721	amp_9375	92.59	29	25.0
dual_1721	amp_9378	92.59	29	25.0
dual_1721	amp_9381	92.59	29	25.0
dual_1721	amp_9384	92.59	29	25.0
dual_1721	amp_9387	92.59	29	25.0
